1.95E+02
1.21E+02
9.34E+01
8.10E+01
7.38E+01
6.91E+01
6.56E+01
6.30E+01
6.09E+01
5.92E+01
5.78E+01
5.66E+01
5.56E+01
5.47E+01
5.38E+01
5.31E+01
5.24E+01
5.18E+01
5.13E+01
5.07E+01
5.02E+01
4.98E+01
4.94E+01
4.90E+01
4.86E+01
4.83E+01
4.80E+01
4.77E+01
4.74E+01
4.72E+01
4.68E+01
4.65E+01
4.63E+01
4.61E+01
4.58E+01
4.56E+01
4.54E+01
4.52E+01
4.50E+01
4.48E+01
4.46E+01
4.44E+01
4.42E+01
4.41E+01
4.39E+01
4.37E+01
4.36E+01
4.34E+01
4.32E+01
4.31E+01
