2.36E-01,2.91E-02
4.05E-01,2.34E-02
5.74E-01,1.61E-02
6.47E-01,1.62E-02
6.70E-01,1.31E-02
7.10E-01,1.59E-02
7.28E-01,1.79E-02
7.46E-01,1.34E-02
7.52E-01,2.10E-02
7.57E-01,2.07E-02
7.76E-01,2.08E-02
7.86E-01,1.34E-02
7.89E-01,1.20E-02
7.93E-01,1.86E-02
8.11E-01,1.61E-02
8.09E-01,1.40E-02
8.17E-01,1.72E-02
8.19E-01,1.22E-02
8.14E-01,1.58E-02
8.20E-01,1.71E-02
8.19E-01,1.63E-02
8.31E-01,1.24E-02
8.28E-01,1.32E-02
8.13E-01,1.52E-02
8.36E-01,1.83E-02
8.33E-01,1.32E-02
8.35E-01,1.58E-02
8.40E-01,1.85E-02
8.38E-01,1.14E-02
8.37E-01,1.91E-02
8.42E-01,1.43E-02
8.41E-01,1.71E-02
8.45E-01,1.85E-02
8.44E-01,9.11E-03
8.46E-01,2.23E-02
8.45E-01,1.73E-02
8.46E-01,2.31E-02
8.46E-01,1.11E-02
8.48E-01,1.06E-02
8.50E-01,1.25E-02
8.29E-01,1.81E-02
8.52E-01,1.56E-02
8.49E-01,1.44E-02
8.48E-01,1.58E-02
8.55E-01,1.61E-02
8.36E-01,1.89E-02
8.55E-01,1.47E-02
8.52E-01,1.37E-02
8.54E-01,1.40E-02
8.58E-01,1.72E-02
